legacy_area_id,legacy_area_title,new_mission_id,new_area_id,new_area_title,mapping_rule
g5_sci_t1_m02_a01,Shape Pier,g5_sci_t1_m02,g5_sci_t1_m02_a01,Shape Pier,content_merged_into_optimized_three_area_mission
g5_sci_t1_m02_a02,Volume Warehouse,g5_sci_t1_m02,g5_sci_t1_m02_a01,Shape Pier,content_merged_into_optimized_three_area_mission
g5_sci_t1_m02_a03,Gas Chamber,g5_sci_t1_m02,g5_sci_t1_m02_a02,Gas Chamber,content_merged_into_optimized_three_area_mission
g5_sci_t1_m02_a04,Temperature Bay,g5_sci_t1_m02,g5_sci_t1_m02_a02,Gas Chamber,content_merged_into_optimized_three_area_mission
g5_sci_t1_m02_a05,Storage Design Dock,g5_sci_t1_m02,g5_sci_t1_m02_a03,Storage Design Dock,content_merged_into_optimized_three_area_mission
g5_sci_t1_m02_final_challenge,Former Final Challenge,g5_sci_t1_m02,g5_sci_t1_m02_a03,Storage Design Dock,integrated_into_area_3
g5_sci_t1_m03_a01,Problem Desk,g5_sci_t1_m03,g5_sci_t1_m03_a01,Problem Desk,content_merged_into_optimized_three_area_mission
g5_sci_t1_m03_a02,Materials Locker,g5_sci_t1_m03,g5_sci_t1_m03_a01,Problem Desk,content_merged_into_optimized_three_area_mission
g5_sci_t1_m03_a03,Unit Match,g5_sci_t1_m03,g5_sci_t1_m03_a02,Unit Match,content_merged_into_optimized_three_area_mission
g5_sci_t1_m03_a04,Procedure Path,g5_sci_t1_m03,g5_sci_t1_m03_a02,Unit Match,content_merged_into_optimized_three_area_mission
g5_sci_t1_m03_a05,Findings Board,g5_sci_t1_m03,g5_sci_t1_m03_a03,Findings Board,content_merged_into_optimized_three_area_mission
g5_sci_t1_m03_final_challenge,Former Final Challenge,g5_sci_t1_m03,g5_sci_t1_m03_a03,Findings Board,integrated_into_area_3
g5_sci_t1_m04_a01,Observation Trail,g5_sci_t1_m04,g5_sci_t1_m04_a01,Observation Trail,content_merged_into_optimized_three_area_mission
g5_sci_t1_m04_a02,Plant Clearing,g5_sci_t1_m04,g5_sci_t1_m04_a01,Observation Trail,content_merged_into_optimized_three_area_mission
g5_sci_t1_m04_a03,Animal Crossing,g5_sci_t1_m04,g5_sci_t1_m04_a02,Animal Crossing,content_merged_into_optimized_three_area_mission
g5_sci_t1_m04_a04,Micro World Station,g5_sci_t1_m04,g5_sci_t1_m04_a02,Animal Crossing,content_merged_into_optimized_three_area_mission
g5_sci_t1_m04_a05,Classification Table,g5_sci_t1_m04,g5_sci_t1_m04_a03,Classification Table,content_merged_into_optimized_three_area_mission
g5_sci_t1_m04_final_challenge,Former Final Challenge,g5_sci_t1_m04,g5_sci_t1_m04_a03,Classification Table,integrated_into_area_3
g5_sci_t1_m05_a01,Underground Storehouse,g5_sci_t1_m05,g5_sci_t1_m05_a01,Underground Storehouse,content_merged_into_optimized_three_area_mission
g5_sci_t1_m05_a02,Thorn Trail,g5_sci_t1_m05,g5_sci_t1_m05_a01,Underground Storehouse,content_merged_into_optimized_three_area_mission
g5_sci_t1_m05_a03,Aerial Root Walk,g5_sci_t1_m05,g5_sci_t1_m05_a02,Aerial Root Walk,content_merged_into_optimized_three_area_mission
g5_sci_t1_m05_a04,Dry Garden,g5_sci_t1_m05,g5_sci_t1_m05_a02,Aerial Root Walk,content_merged_into_optimized_three_area_mission
g5_sci_t1_m05_a05,Flood Garden,g5_sci_t1_m05,g5_sci_t1_m05_a03,Flood Garden,content_merged_into_optimized_three_area_mission
g5_sci_t1_m05_final_challenge,Former Final Challenge,g5_sci_t1_m05,g5_sci_t1_m05_a03,Flood Garden,integrated_into_area_3
g5_sci_t2_m01_a01,Mouth Station,g5_sci_t2_m01,g5_sci_t2_m01_a01,Mouth Station,content_merged_into_optimized_three_area_mission
g5_sci_t2_m01_a02,Gullet Tunnel,g5_sci_t2_m01,g5_sci_t2_m01_a01,Mouth Station,content_merged_into_optimized_three_area_mission
g5_sci_t2_m01_a03,Stomach and Intestine Lab,g5_sci_t2_m01,g5_sci_t2_m01_a02,Stomach and Intestine Lab,content_merged_into_optimized_three_area_mission
g5_sci_t2_m01_a04,Airway Gate,g5_sci_t2_m01,g5_sci_t2_m01_a02,Stomach and Intestine Lab,content_merged_into_optimized_three_area_mission
g5_sci_t2_m01_a05,Systems Link,g5_sci_t2_m01,g5_sci_t2_m01_a03,Systems Link,content_merged_into_optimized_three_area_mission
g5_sci_t2_m01_final_challenge,Former Final Challenge,g5_sci_t2_m01,g5_sci_t2_m01_a03,Systems Link,integrated_into_area_3
g5_sci_t2_m02_a01,Body Diagram Room,g5_sci_t2_m02,g5_sci_t2_m02_a01,Body Diagram Room,content_merged_into_optimized_three_area_mission
g5_sci_t2_m02_a02,Live-Birth Hall,g5_sci_t2_m02,g5_sci_t2_m02_a01,Body Diagram Room,content_merged_into_optimized_three_area_mission
g5_sci_t2_m02_a03,Egg-Laying Hall,g5_sci_t2_m02,g5_sci_t2_m02_a02,Egg-Laying Hall,content_merged_into_optimized_three_area_mission
g5_sci_t2_m02_a04,Stage Timeline,g5_sci_t2_m02,g5_sci_t2_m02_a02,Egg-Laying Hall,content_merged_into_optimized_three_area_mission
g5_sci_t2_m02_a05,Respect Review,g5_sci_t2_m02,g5_sci_t2_m02_a03,Respect Review,content_merged_into_optimized_three_area_mission
g5_sci_t2_m02_final_challenge,Former Final Challenge,g5_sci_t2_m02,g5_sci_t2_m02_a03,Respect Review,integrated_into_area_3
g5_sci_t2_m03_a01,Mammal Path,g5_sci_t2_m03,g5_sci_t2_m03_a01,Mammal Path,content_merged_into_optimized_three_area_mission
g5_sci_t2_m03_a02,Bird Nest,g5_sci_t2_m03,g5_sci_t2_m03_a01,Mammal Path,content_merged_into_optimized_three_area_mission
g5_sci_t2_m03_a03,Plant Bed,g5_sci_t2_m03,g5_sci_t2_m03_a02,Plant Bed,content_merged_into_optimized_three_area_mission
g5_sci_t2_m03_a04,Camouflage Bank,g5_sci_t2_m03,g5_sci_t2_m03_a02,Plant Bed,content_merged_into_optimized_three_area_mission
g5_sci_t2_m03_a05,Mimicry Bend,g5_sci_t2_m03,g5_sci_t2_m03_a03,Mimicry Bend,content_merged_into_optimized_three_area_mission
g5_sci_t2_m03_final_challenge,Former Final Challenge,g5_sci_t2_m03,g5_sci_t2_m03_a03,Mimicry Bend,integrated_into_area_3
g5_sci_t2_m04_a01,Push Lane,g5_sci_t2_m04,g5_sci_t2_m04_a01,Push Lane,content_merged_into_optimized_three_area_mission
g5_sci_t2_m04_a02,Pull Lane,g5_sci_t2_m04,g5_sci_t2_m04_a01,Push Lane,content_merged_into_optimized_three_area_mission
g5_sci_t2_m04_a03,Contact Gate,g5_sci_t2_m04,g5_sci_t2_m04_a02,Contact Gate,content_merged_into_optimized_three_area_mission
g5_sci_t2_m04_a04,Surface Preview,g5_sci_t2_m04,g5_sci_t2_m04_a02,Contact Gate,content_merged_into_optimized_three_area_mission
g5_sci_t2_m04_a05,Fair-Test Setup,g5_sci_t2_m04,g5_sci_t2_m04_a03,Fair-Test Setup,content_merged_into_optimized_three_area_mission
g5_sci_t2_m04_final_challenge,Former Final Challenge,g5_sci_t2_m04,g5_sci_t2_m04_a03,Fair-Test Setup,integrated_into_area_3
g5_sci_t2_m05_a01,Surface Track,g5_sci_t2_m05,g5_sci_t2_m05_a01,Surface Track,content_merged_into_optimized_three_area_mission
g5_sci_t2_m05_a02,Friction Heat Bench,g5_sci_t2_m05,g5_sci_t2_m05_a01,Surface Track,content_merged_into_optimized_three_area_mission
g5_sci_t2_m05_a03,Grip Design,g5_sci_t2_m05,g5_sci_t2_m05_a02,Grip Design,content_merged_into_optimized_three_area_mission
g5_sci_t2_m05_a04,Gravity Drop,g5_sci_t2_m05,g5_sci_t2_m05_a02,Grip Design,content_merged_into_optimized_three_area_mission
g5_sci_t2_m05_a05,Evidence Ramp,g5_sci_t2_m05,g5_sci_t2_m05_a03,Evidence Ramp,content_merged_into_optimized_three_area_mission
g5_sci_t2_m05_final_challenge,Former Final Challenge,g5_sci_t2_m05,g5_sci_t2_m05_a03,Evidence Ramp,integrated_into_area_3
g5_sci_t3_m01_a01,Static Table,g5_sci_t3_m01,g5_sci_t3_m01_a01,Static Table,content_merged_into_optimized_three_area_mission
g5_sci_t3_m01_a02,Circuit Bench,g5_sci_t3_m01,g5_sci_t3_m01_a01,Static Table,content_merged_into_optimized_three_area_mission
g5_sci_t3_m01_a03,Conductor Test,g5_sci_t3_m01,g5_sci_t3_m01_a02,Conductor Test,content_merged_into_optimized_three_area_mission
g5_sci_t3_m01_a04,Insulator Shield,g5_sci_t3_m01,g5_sci_t3_m01_a02,Conductor Test,content_merged_into_optimized_three_area_mission
g5_sci_t3_m01_a05,Electromagnet Crane,g5_sci_t3_m01,g5_sci_t3_m01_a03,Electromagnet Crane,content_merged_into_optimized_three_area_mission
g5_sci_t3_m01_final_challenge,Former Final Challenge,g5_sci_t3_m01,g5_sci_t3_m01_a03,Electromagnet Crane,integrated_into_area_3
g5_sci_t3_m02_a01,Landform Lookout,g5_sci_t3_m02,g5_sci_t3_m02_a01,Landform Lookout,content_merged_into_optimized_three_area_mission
g5_sci_t3_m02_a02,Living Connection,g5_sci_t3_m02,g5_sci_t3_m02_a01,Landform Lookout,content_merged_into_optimized_three_area_mission
g5_sci_t3_m02_a03,Rock Table,g5_sci_t3_m02,g5_sci_t3_m02_a02,Rock Table,content_merged_into_optimized_three_area_mission
g5_sci_t3_m02_a04,Key Station,g5_sci_t3_m02,g5_sci_t3_m02_a02,Rock Table,content_merged_into_optimized_three_area_mission
g5_sci_t3_m02_a05,Soil Corner,g5_sci_t3_m02,g5_sci_t3_m02_a03,Soil Corner,content_merged_into_optimized_three_area_mission
g5_sci_t3_m02_final_challenge,Former Final Challenge,g5_sci_t3_m02,g5_sci_t3_m02_a03,Soil Corner,integrated_into_area_3
g5_sci_t3_m03_a01,Weathering Bank,g5_sci_t3_m03,g5_sci_t3_m03_a01,Weathering Bank,content_merged_into_optimized_three_area_mission
g5_sci_t3_m03_a02,Erosion Channel,g5_sci_t3_m03,g5_sci_t3_m03_a01,Weathering Bank,content_merged_into_optimized_three_area_mission
g5_sci_t3_m03_a03,Deposition Basin,g5_sci_t3_m03,g5_sci_t3_m03_a02,Deposition Basin,content_merged_into_optimized_three_area_mission
g5_sci_t3_m03_a04,Water Cycle Tower,g5_sci_t3_m03,g5_sci_t3_m03_a02,Deposition Basin,content_merged_into_optimized_three_area_mission
g5_sci_t3_m03_a05,Protection Design,g5_sci_t3_m03,g5_sci_t3_m03_a03,Protection Design,content_merged_into_optimized_three_area_mission
g5_sci_t3_m03_final_challenge,Former Final Challenge,g5_sci_t3_m03,g5_sci_t3_m03_a03,Protection Design,integrated_into_area_3
g5_sci_t3_m04_a01,Before Station,g5_sci_t3_m04,g5_sci_t3_m04_a01,Before Station,content_merged_into_optimized_three_area_mission
g5_sci_t3_m04_a02,Signal Desk,g5_sci_t3_m04,g5_sci_t3_m04_a01,Before Station,content_merged_into_optimized_three_area_mission
g5_sci_t3_m04_a03,Home/School Plan,g5_sci_t3_m04,g5_sci_t3_m04_a02,Home/School Plan,content_merged_into_optimized_three_area_mission
g5_sci_t3_m04_a04,During Shelter,g5_sci_t3_m04,g5_sci_t3_m04_a02,Home/School Plan,content_merged_into_optimized_three_area_mission
g5_sci_t3_m04_a05,After Check,g5_sci_t3_m04,g5_sci_t3_m04_a03,After Check,content_merged_into_optimized_three_area_mission
g5_sci_t3_m04_final_challenge,Former Final Challenge,g5_sci_t3_m04,g5_sci_t3_m04_a03,After Check,integrated_into_area_3
g5_sci_t3_m05_a01,Solar Map,g5_sci_t3_m05,g5_sci_t3_m05_a01,Solar Map,content_merged_into_optimized_three_area_mission
g5_sci_t3_m05_a02,Feature Dock,g5_sci_t3_m05,g5_sci_t3_m05_a01,Solar Map,content_merged_into_optimized_three_area_mission
g5_sci_t3_m05_a03,Orbit Walk,g5_sci_t3_m05,g5_sci_t3_m05_a02,Orbit Walk,content_merged_into_optimized_three_area_mission
g5_sci_t3_m05_a04,Phase Theater,g5_sci_t3_m05,g5_sci_t3_m05_a02,Orbit Walk,content_merged_into_optimized_three_area_mission
g5_sci_t3_m05_a05,Model Limits Lab,g5_sci_t3_m05,g5_sci_t3_m05_a03,Model Limits Lab,content_merged_into_optimized_three_area_mission
g5_sci_t3_m05_final_challenge,Former Final Challenge,g5_sci_t3_m05,g5_sci_t3_m05_a03,Model Limits Lab,integrated_into_area_3
g6_lq_t1_m01_a01,Present-Day Plaza,g6_lq_t1_m01,g6_lq_t1_m01_a01,Present-Day Plaza,content_merged_into_optimized_three_area_mission
g6_lq_t1_m01_a02,Memory Gate,g6_lq_t1_m01,g6_lq_t1_m01_a01,Present-Day Plaza,content_merged_into_optimized_three_area_mission
g6_lq_t1_m01_a03,Silent Path,g6_lq_t1_m01,g6_lq_t1_m01_a02,Silent Path,content_merged_into_optimized_three_area_mission
g6_lq_t1_m01_a04,Adverb Stair,g6_lq_t1_m01,g6_lq_t1_m01_a02,Silent Path,content_merged_into_optimized_three_area_mission
g6_lq_t1_m01_a05,Lantern Chamber,g6_lq_t1_m01,g6_lq_t1_m01_a03,Lantern Chamber,content_merged_into_optimized_three_area_mission
g6_lq_t1_m01_final_challenge,Former Final Challenge,g6_lq_t1_m01,g6_lq_t1_m01_a03,Lantern Chamber,integrated_into_area_3
g6_lq_t1_m02_a01,Marker One,g6_lq_t1_m02,g6_lq_t1_m02_a01,Marker One,content_merged_into_optimized_three_area_mission
g6_lq_t1_m02_a02,Markers Two–Four,g6_lq_t1_m02,g6_lq_t1_m02_a01,Marker One,content_merged_into_optimized_three_area_mission
g6_lq_t1_m02_a03,Markers Five–Seven,g6_lq_t1_m02,g6_lq_t1_m02_a02,Markers Five–Seven,content_merged_into_optimized_three_area_mission
g6_lq_t1_m02_a04,Almanac House,g6_lq_t1_m02,g6_lq_t1_m02_a02,Markers Five–Seven,content_merged_into_optimized_three_area_mission
g6_lq_t1_m02_a05,Blank Eighth Marker,g6_lq_t1_m02,g6_lq_t1_m02_a03,Blank Eighth Marker,content_merged_into_optimized_three_area_mission
g6_lq_t1_m02_final_challenge,Former Final Challenge,g6_lq_t1_m02,g6_lq_t1_m02_a03,Blank Eighth Marker,integrated_into_area_3
g6_lq_t1_m03_a01,Slogan Gate,g6_lq_t1_m03,g6_lq_t1_m03_a01,Slogan Gate,content_merged_into_optimized_three_area_mission
g6_lq_t1_m03_a02,Irony Alley,g6_lq_t1_m03,g6_lq_t1_m03_a01,Slogan Gate,content_merged_into_optimized_three_area_mission
g6_lq_t1_m03_a03,Description Studio,g6_lq_t1_m03,g6_lq_t1_m03_a02,Description Studio,content_merged_into_optimized_three_area_mission
g6_lq_t1_m03_a04,Performance Block,g6_lq_t1_m03,g6_lq_t1_m03_a02,Description Studio,content_merged_into_optimized_three_area_mission
g6_lq_t1_m03_a05,Design Press,g6_lq_t1_m03,g6_lq_t1_m03_a03,Design Press,content_merged_into_optimized_three_area_mission
g6_lq_t1_m03_final_challenge,Former Final Challenge,g6_lq_t1_m03,g6_lq_t1_m03_a03,Design Press,integrated_into_area_3
g6_lq_t1_m04_a01,Assignment Desk,g6_lq_t1_m04,g6_lq_t1_m04_a01,Assignment Desk,content_merged_into_optimized_three_area_mission
g6_lq_t1_m04_a02,Outline Board,g6_lq_t1_m04,g6_lq_t1_m04_a01,Assignment Desk,content_merged_into_optimized_three_area_mission
g6_lq_t1_m04_a03,Evidence Room,g6_lq_t1_m04,g6_lq_t1_m04_a02,Evidence Room,content_merged_into_optimized_three_area_mission
g6_lq_t1_m04_a04,Influence Monitor,g6_lq_t1_m04,g6_lq_t1_m04_a02,Evidence Room,content_merged_into_optimized_three_area_mission
g6_lq_t1_m04_a05,Editor’s Table,g6_lq_t1_m04,g6_lq_t1_m04_a03,Editor’s Table,content_merged_into_optimized_three_area_mission
g6_lq_t1_m04_final_challenge,Former Final Challenge,g6_lq_t1_m04,g6_lq_t1_m04_a03,Editor’s Table,integrated_into_area_3
g6_lq_t1_m05_a01,Voice Gallery,g6_lq_t1_m05,g6_lq_t1_m05_a01,Voice Gallery,content_merged_into_optimized_three_area_mission
g6_lq_t1_m05_a02,Timeline Hall,g6_lq_t1_m05,g6_lq_t1_m05_a01,Voice Gallery,content_merged_into_optimized_three_area_mission
g6_lq_t1_m05_a03,Language Lab,g6_lq_t1_m05,g6_lq_t1_m05_a02,Language Lab,content_merged_into_optimized_three_area_mission
g6_lq_t1_m05_a04,Media Theater,g6_lq_t1_m05,g6_lq_t1_m05_a02,Language Lab,content_merged_into_optimized_three_area_mission
g6_lq_t1_m05_a05,Curator’s Chamber,g6_lq_t1_m05,g6_lq_t1_m05_a03,Curator’s Chamber,content_merged_into_optimized_three_area_mission
g6_lq_t1_m05_final_challenge,Former Final Challenge,g6_lq_t1_m05,g6_lq_t1_m05_a03,Curator’s Chamber,integrated_into_area_3
g6_lq_t2_m01_a01,Index Porch,g6_lq_t2_m01,g6_lq_t2_m01_a01,Index Porch,content_merged_into_optimized_three_area_mission
g6_lq_t2_m01_a02,Data Room,g6_lq_t2_m01,g6_lq_t2_m01_a01,Index Porch,content_merged_into_optimized_three_area_mission
g6_lq_t2_m01_a03,Context Cabinet,g6_lq_t2_m01,g6_lq_t2_m01_a02,Context Cabinet,content_merged_into_optimized_three_area_mission
g6_lq_t2_m01_a04,Layout Workshop,g6_lq_t2_m01,g6_lq_t2_m01_a02,Context Cabinet,content_merged_into_optimized_three_area_mission
g6_lq_t2_m01_a05,Reference Desk,g6_lq_t2_m01,g6_lq_t2_m01_a03,Reference Desk,content_merged_into_optimized_three_area_mission
g6_lq_t2_m01_final_challenge,Former Final Challenge,g6_lq_t2_m01,g6_lq_t2_m01_a03,Reference Desk,integrated_into_area_3
g6_lq_t2_m02_a01,Purpose Gate,g6_lq_t2_m02,g6_lq_t2_m02_a01,Purpose Gate,content_merged_into_optimized_three_area_mission
g6_lq_t2_m02_a02,Question Workshop,g6_lq_t2_m02,g6_lq_t2_m02_a01,Purpose Gate,content_merged_into_optimized_three_area_mission
g6_lq_t2_m02_a03,Interview Square,g6_lq_t2_m02,g6_lq_t2_m02_a02,Interview Square,content_merged_into_optimized_three_area_mission
g6_lq_t2_m02_a04,Digital Kiosk,g6_lq_t2_m02,g6_lq_t2_m02_a02,Interview Square,content_merged_into_optimized_three_area_mission
g6_lq_t2_m02_a05,Summary Hall,g6_lq_t2_m02,g6_lq_t2_m02_a03,Summary Hall,content_merged_into_optimized_three_area_mission
g6_lq_t2_m02_final_challenge,Former Final Challenge,g6_lq_t2_m02,g6_lq_t2_m02_a03,Summary Hall,integrated_into_area_3
g6_lq_t2_m03_a01,Ticket Booth,g6_lq_t2_m03,g6_lq_t2_m03_a01,Ticket Booth,content_merged_into_optimized_three_area_mission
g6_lq_t2_m03_a02,Recount Deck,g6_lq_t2_m03,g6_lq_t2_m03_a01,Ticket Booth,content_merged_into_optimized_three_area_mission
g6_lq_t2_m03_a03,Explanation Cabin,g6_lq_t2_m03,g6_lq_t2_m03_a02,Explanation Cabin,content_merged_into_optimized_three_area_mission
g6_lq_t2_m03_a04,News Mast,g6_lq_t2_m03,g6_lq_t2_m03_a02,Explanation Cabin,content_merged_into_optimized_three_area_mission
g6_lq_t2_m03_a05,Conclusion Dock,g6_lq_t2_m03,g6_lq_t2_m03_a03,Conclusion Dock,content_merged_into_optimized_three_area_mission
g6_lq_t2_m03_final_challenge,Former Final Challenge,g6_lq_t2_m03,g6_lq_t2_m03_a03,Conclusion Dock,integrated_into_area_3
g6_lq_t2_m04_a01,Slogan Row,g6_lq_t2_m04,g6_lq_t2_m04_a01,Slogan Row,content_merged_into_optimized_three_area_mission
g6_lq_t2_m04_a02,Testimonial Tent,g6_lq_t2_m04,g6_lq_t2_m04_a01,Slogan Row,content_merged_into_optimized_three_area_mission
g6_lq_t2_m04_a03,Bandwagon Bridge,g6_lq_t2_m04,g6_lq_t2_m04_a02,Bandwagon Bridge,content_merged_into_optimized_three_area_mission
g6_lq_t2_m04_a04,Logic Lantern,g6_lq_t2_m04,g6_lq_t2_m04_a02,Bandwagon Bridge,content_merged_into_optimized_three_area_mission
g6_lq_t2_m04_a05,Fair Ad Studio,g6_lq_t2_m04,g6_lq_t2_m04_a03,Fair Ad Studio,content_merged_into_optimized_three_area_mission
g6_lq_t2_m04_final_challenge,Former Final Challenge,g6_lq_t2_m04,g6_lq_t2_m04_a03,Fair Ad Studio,integrated_into_area_3
g6_lq_t2_m05_a01,Script Room,g6_lq_t2_m05,g6_lq_t2_m05_a01,Script Room,content_merged_into_optimized_three_area_mission
g6_lq_t2_m05_a02,Image Lab,g6_lq_t2_m05,g6_lq_t2_m05_a01,Script Room,content_merged_into_optimized_three_area_mission
g6_lq_t2_m05_a03,Sound Booth,g6_lq_t2_m05,g6_lq_t2_m05_a02,Sound Booth,content_merged_into_optimized_three_area_mission
g6_lq_t2_m05_a04,Animation Desk,g6_lq_t2_m05,g6_lq_t2_m05_a02,Sound Booth,content_merged_into_optimized_three_area_mission
g6_lq_t2_m05_a05,Review Theater,g6_lq_t2_m05,g6_lq_t2_m05_a03,Review Theater,content_merged_into_optimized_three_area_mission
g6_lq_t2_m05_final_challenge,Former Final Challenge,g6_lq_t2_m05,g6_lq_t2_m05_a03,Review Theater,integrated_into_area_3
g6_lq_t3_m01_a01,Message Gate,g6_lq_t3_m01,g6_lq_t3_m01_a01,Message Gate,content_merged_into_optimized_three_area_mission
g6_lq_t3_m01_a02,Purpose Path,g6_lq_t3_m01,g6_lq_t3_m01_a01,Message Gate,content_merged_into_optimized_three_area_mission
g6_lq_t3_m01_a03,Tone Tower,g6_lq_t3_m01,g6_lq_t3_m01_a02,Tone Tower,content_merged_into_optimized_three_area_mission
g6_lq_t3_m01_a04,Viewpoint Window,g6_lq_t3_m01,g6_lq_t3_m01_a02,Tone Tower,content_merged_into_optimized_three_area_mission
g6_lq_t3_m01_a05,Audience Forum,g6_lq_t3_m01,g6_lq_t3_m01_a03,Audience Forum,content_merged_into_optimized_three_area_mission
g6_lq_t3_m01_final_challenge,Former Final Challenge,g6_lq_t3_m01,g6_lq_t3_m01_a03,Audience Forum,integrated_into_area_3
g6_lq_t3_m02_a01,Label Hall,g6_lq_t3_m02,g6_lq_t3_m02_a01,Label Hall,content_merged_into_optimized_three_area_mission
g6_lq_t3_m02_a02,Reality Lens,g6_lq_t3_m02,g6_lq_t3_m02_a01,Label Hall,content_merged_into_optimized_three_area_mission
g6_lq_t3_m02_a03,Context Room,g6_lq_t3_m02,g6_lq_t3_m02_a02,Context Room,content_merged_into_optimized_three_area_mission
g6_lq_t3_m02_a04,Voice Booth,g6_lq_t3_m02,g6_lq_t3_m02_a02,Context Room,content_merged_into_optimized_three_area_mission
g6_lq_t3_m02_a05,Respect Gallery,g6_lq_t3_m02,g6_lq_t3_m02_a03,Respect Gallery,content_merged_into_optimized_three_area_mission
g6_lq_t3_m02_final_challenge,Former Final Challenge,g6_lq_t3_m02,g6_lq_t3_m02_a03,Respect Gallery,integrated_into_area_3
g6_lq_t3_m03_a01,Claim Floor,g6_lq_t3_m03,g6_lq_t3_m03_a01,Claim Floor,content_merged_into_optimized_three_area_mission
g6_lq_t3_m03_a02,Source Floor,g6_lq_t3_m03,g6_lq_t3_m03_a01,Claim Floor,content_merged_into_optimized_three_area_mission
g6_lq_t3_m03_a03,Outline Floor,g6_lq_t3_m03,g6_lq_t3_m03_a02,Outline Floor,content_merged_into_optimized_three_area_mission
g6_lq_t3_m03_a04,Reasoning Floor,g6_lq_t3_m03,g6_lq_t3_m03_a02,Outline Floor,content_merged_into_optimized_three_area_mission
g6_lq_t3_m03_a05,Conclusion Floor,g6_lq_t3_m03,g6_lq_t3_m03_a03,Conclusion Floor,content_merged_into_optimized_three_area_mission
g6_lq_t3_m03_final_challenge,Former Final Challenge,g6_lq_t3_m03,g6_lq_t3_m03_a03,Conclusion Floor,integrated_into_area_3
g6_lq_t3_m04_a01,Briefing Desk,g6_lq_t3_m04,g6_lq_t3_m04_a01,Briefing Desk,content_merged_into_optimized_three_area_mission
g6_lq_t3_m04_a02,Evidence Board,g6_lq_t3_m04,g6_lq_t3_m04_a01,Briefing Desk,content_merged_into_optimized_three_area_mission
g6_lq_t3_m04_a03,Script Studio,g6_lq_t3_m04,g6_lq_t3_m04_a02,Script Studio,content_merged_into_optimized_three_area_mission
g6_lq_t3_m04_a04,Performance Stage,g6_lq_t3_m04,g6_lq_t3_m04_a02,Script Studio,content_merged_into_optimized_three_area_mission
g6_lq_t3_m04_a05,Edit Control,g6_lq_t3_m04,g6_lq_t3_m04_a03,Edit Control,content_merged_into_optimized_three_area_mission
g6_lq_t3_m04_final_challenge,Former Final Challenge,g6_lq_t3_m04,g6_lq_t3_m04_a03,Edit Control,integrated_into_area_3
g6_lq_t3_m05_a01,Literary Pavilion,g6_lq_t3_m05,g6_lq_t3_m05_a01,Literary Pavilion,content_merged_into_optimized_three_area_mission
g6_lq_t3_m05_a02,Information Pavilion,g6_lq_t3_m05,g6_lq_t3_m05_a01,Literary Pavilion,content_merged_into_optimized_three_area_mission
g6_lq_t3_m05_a03,Persuasion Pavilion,g6_lq_t3_m05,g6_lq_t3_m05_a02,Persuasion Pavilion,content_merged_into_optimized_three_area_mission
g6_lq_t3_m05_a04,Media Pavilion,g6_lq_t3_m05,g6_lq_t3_m05_a02,Persuasion Pavilion,content_merged_into_optimized_three_area_mission
g6_lq_t3_m05_a05,Council Chamber,g6_lq_t3_m05,g6_lq_t3_m05_a03,Council Chamber,content_merged_into_optimized_three_area_mission
g6_lq_t3_m05_final_challenge,Former Final Challenge,g6_lq_t3_m05,g6_lq_t3_m05_a03,Council Chamber,integrated_into_area_3
g6_peh_t1_m01_a01,Body Path,g6_peh_t1_m01,g6_peh_t1_m01_a01,Body Path,content_merged_into_optimized_three_area_mission
g6_peh_t1_m01_a02,Mind–Feeling Path,g6_peh_t1_m01,g6_peh_t1_m01_a01,Body Path,content_merged_into_optimized_three_area_mission
g6_peh_t1_m01_a03,Relationship Path,g6_peh_t1_m01,g6_peh_t1_m01_a02,Relationship Path,content_merged_into_optimized_three_area_mission
g6_peh_t1_m01_a04,Purpose Path,g6_peh_t1_m01,g6_peh_t1_m01_a02,Relationship Path,content_merged_into_optimized_three_area_mission
g6_peh_t1_m01_a05,Environment Path,g6_peh_t1_m01,g6_peh_t1_m01_a03,Environment Path,content_merged_into_optimized_three_area_mission
g6_peh_t1_m01_final_challenge,Former Final Challenge,g6_peh_t1_m01,g6_peh_t1_m01_a03,Environment Path,integrated_into_area_3
g6_peh_t1_m02_a01,First Ripple,g6_peh_t1_m02,g6_peh_t1_m02_a01,First Ripple,content_merged_into_optimized_three_area_mission
g6_peh_t1_m02_a02,Body Ripple,g6_peh_t1_m02,g6_peh_t1_m02_a01,First Ripple,content_merged_into_optimized_three_area_mission
g6_peh_t1_m02_a03,Emotion Ripple,g6_peh_t1_m02,g6_peh_t1_m02_a02,Emotion Ripple,content_merged_into_optimized_three_area_mission
g6_peh_t1_m02_a04,Social Ripple,g6_peh_t1_m02,g6_peh_t1_m02_a02,Emotion Ripple,content_merged_into_optimized_three_area_mission
g6_peh_t1_m02_a05,Repair Pool,g6_peh_t1_m02,g6_peh_t1_m02_a03,Repair Pool,content_merged_into_optimized_three_area_mission
g6_peh_t1_m02_final_challenge,Former Final Challenge,g6_peh_t1_m02,g6_peh_t1_m02_a03,Repair Pool,integrated_into_area_3
g6_peh_t1_m03_a01,Goal Hall,g6_peh_t1_m03,g6_peh_t1_m03_a01,Goal Hall,content_merged_into_optimized_three_area_mission
